row_index,entry_id,label,fold
698,Ga4Fe8Ni4_#139_82.json,1,3
699,Ga4Ni4Rh8_#139_283.json,0,2
700,Hf1Co1_#123_334.json,1,3
701,Hf4Al4Co8_#139_335.json,1,2
702,Hf4Al4Ni8_#139_502.json,1,5
703,Hf4Co4Sb4_#119_419.json,0,3
704,Hf4Co8Sn4_#139_284.json,0,5
705,Hf4Fe8Sn4_#139_481.json,1,4
706,Hf4Ga4Co8_#139_333.json,1,2
707,Hf4Ga4Ni8_#139_480.json,1,5
708,Hf4In4Co8_#139_341.json,1,3
709,Hf4Mn4Rh8_#139_138.json,0,1
710,Hf4Mn4Tl4_#119_233.json,0,3
711,Hf4Ni20_#119_388.json,0,3
712,Hf4Ni4Sn4_#119_604.json,1,4
713,Hf4Ni8Sn4_#139_536.json,0,3
714,Hf4Sc4Co8_#139_351.json,0,4
715,Hf4Si4Ni4_#119_545.json,1,5
716,Hf4Zn4Co8_#139_505.json,0,2
717,Hf4Zn4Ni8_#139_454.json,0,1
718,Hf8Co16_#141_294.json,0,2
719,Hf8Co4Ir4_#139_344.json,1,5
720,Hf8Co4Re4_#139_394.json,0,4
721,Hf8Co4Tc4_#139_392.json,1,1
722,Hf8Cr16_#141_511.json,1,4
723,Hf8Fe16_#141_127.json,0,5
724,Hf8Fe4Ir4_#139_354.json,1,2
725,Hf8Fe4Os4_#139_416.json,1,4
726,Hf8Mn4Ir4_#139_464.json,1,2
727,Hf8Ni16_#141_570.json,1,3
728,In1Ni3_#123_364.json,0,5
729,In4Co4Si8_#139_401.json,0,2
730,In4Fe4As4_#119_251.json,1,2
731,In4Fe4Co8_#139_86.json,1,4
732,In4Fe4Co8_#139_87.json,1,3
733,K4Fe4P4_#119_211.json,0,2
734,K4Fe4Tc8_#119_266.json,0,3
735,K4Mn4Ru4_#119_218.json,1,3
736,Li3Cr1S4_#111_378.json,0,3
737,Li4Al4Ni8_#139_439.json,0,3
738,Li4Al8Ni4_#139_592.json,0,3
739,Li4Co8Ge4_#139_442.json,0,4
740,Li4Co8Si4_#139_522.json,0,3
741,Li4Fe4Rh8_#139_149.json,0,3
742,Li4Ga4Ni8_#139_398.json,1,4
743,Li4Ga8Ni4_#139_599.json,0,5
744,Li4Mn4Pd8_#139_111.json,0,1
745,Li4Mn4Pt8_#139_129.json,0,5
746,Li4Ni8Ge4_#139_473.json,0,3
747,Li4Ni8Sn4_#139_488.json,1,2
748,Li4Si4Ni8_#139_458.json,1,5
749,Li4Zn8Ni4_#139_556.json,0,3
750,Mg1Co3C1_#123_323.json,0,1
751,Mg1Ni3C1_#123_407.json,1,4
752,Mg4Fe4Rh8_#139_137.json,0,1
753,Mg4Ga4Ni8_#139_520.json,1,2
754,Mg4In4Ni8_#139_602.json,0,4
755,Mg4Ni4Bi4_#119_603.json,0,3
756,Mg4Ni8Sb4_#139_538.json,1,4
757,Mg4Ni8Sn4_#139_537.json,1,5
758,Mg8Nb4Fe4_#139_275.json,0,5
759,Mn1Al1_#123_131.json,0,4
760,Mn1Au1_#123_46.json,1,1
761,Mn1Ni1_#123_3.json,0,5
762,Mn1Ni3_#123_69.json,0,3
763,Mn1Pd1_#123_22.json,1,5
764,Mn1Pt3_#123_159.json,1,1
765,Mn1Rh1_#123_21.json,0,4
766,Mn1S1_#123_63.json,0,4
767,Mn1Tl1Cl3_#123_264.json,0,3
768,Mn1V1_#123_446.json,1,1
769,Mn1Zn1_#123_68.json,0,3
770,Mn1Zn3_#123_234.json,0,4
771,Mn3Ag1N1_#123_11.json,0,3
772,Mn3Al1C1_#123_140.json,1,4
773,Mn3Cu1N1_#123_41.json,1,5
774,Mn3Ga1C1_#123_125.json,1,1
775,Mn3Ga1C1_#123_60.json,0,4
776,Mn3Ge1C1_#123_225.json,0,3
777,Mn3Ge1_#123_64.json,1,4
778,Mn3In1C1_#123_96.json,1,2
779,Mn3Ir1N1_#123_15.json,1,4
780,Mn3Ni1N1_#123_8.json,1,5
781,Mn3Ni1N1_#123_9.json,1,2
782,Mn3Pd1N1_#123_10.json,1,4
783,Mn3Pt1N1_#123_7.json,0,3
784,Mn3Pt1_#123_1.json,0,1
785,Mn3Rh1N1_#123_37.json,0,1
786,Mn3Rh1_#123_260.json,1,4
787,Mn3S3_#1_56.json,1,5
788,Mn3Sb1_#123_65.json,1,4
789,Mn3Sn1C1_#123_221.json,0,2
790,Mn3Sn1N1_#123_219.json,0,4
791,Mn3Zn1C1_#123_48.json,1,1
792,Mn3Zn1N1_#123_108.json,1,4
793,Mn4Al4Co8_#139_100.json,0,2
794,Mn4Al4Co8_#139_99.json,0,5
795,Mn4Al4Cu8_#139_166.json,0,2
796,Mn4Al4Ni8_#139_102.json,1,1
797,Mn4Al4Os8_#139_255.json,0,5
798,Mn4Al4Pd8_#139_151.json,0,2
799,Mn4Al4Pt8_#139_150.json,1,2
800,Mn4Al4Rh8_#139_134.json,0,2
801,Mn4Al4Ru8_#139_258.json,1,2
802,Mn4Al4Tc4_#119_123.json,1,3
803,Mn4As4Pd8_#139_168.json,1,4
804,Mn4Be8Ir4_#139_145.json,0,2
805,Mn4Be8Pt4_#139_146.json,0,3
806,Mn4Be8Rh4_#139_139.json,0,3
807,Mn4Co4Sb4_#119_194.json,0,2
808,Mn4Co4Sb4_#119_195.json,0,3
809,Mn4Co4Si4_#119_226.json,0,3
810,Mn4Co4Si4_#119_227.json,0,1
811,Mn4Co8Ge4_#139_76.json,0,5
812,Mn4Co8Ge4_#139_77.json,0,2
813,Mn4Co8Sb4_#139_66.json,0,1
814,Mn4Co8Sb4_#139_67.json,0,5
815,Mn4Co8Si4_#139_61.json,0,5
816,Mn4Co8Si4_#139_62.json,0,2
817,Mn4Co8Sn4_#139_94.json,0,1
818,Mn4Co8Sn4_#139_95.json,0,1
819,Mn4Cr4Re4_#119_142.json,1,4
820,Mn4Cr4Re4_#119_143.json,1,3
821,Mn4Cu4Pd8_#139_112.json,0,2
822,Mn4Cu4Sb4_#119_117.json,1,1
823,Mn4Cu8Sb4_#139_188.json,1,1
824,Mn4Cu8Sn4_#139_182.json,1,4
825,Mn4Fe8Si4_#139_162.json,1,4
826,Mn4Ga4Co8_#139_97.json,0,4
827,Mn4Ga4Co8_#139_98.json,0,3
828,Mn4Ga4Pt4_#119_172.json,0,3
829,Mn4Ga4Pt8_#139_161.json,1,5
830,Mn4Ga4Rh8_#139_133.json,0,4
831,Mn4Ga8Tc4_#139_220.json,0,3
832,Mn4Ge4Pd8_#139_158.json,1,2
833,Mn4Ge4Rh8_#139_107.json,0,5
834,Mn4Ge4Ru8_#139_217.json,1,5
835,Mn4In4Cu8_#139_185.json,0,4
836,Mn4In4Ni8_#139_121.json,1,3
837,Mn4In4Ni8_#139_122.json,1,4
838,Mn4In4Pd8_#139_183.json,1,2
839,Mn4In4Rh8_#139_157.json,0,2
840,Mn4N1_#47_88.json,0,4
841,Mn4N4_#139_4.json,0,3
842,Mn4Nb4As4_#119_265.json,1,4
843,Mn4Nb4Ru8_#139_164.json,0,2
844,Mn4Ni4As4_#119_286.json,0,4
845,Mn4Ni4Sb4_#119_115.json,0,2
846,Mn4Ni4Sb4_#119_116.json,0,1
847,Mn4Ni4Sb4_#119_189.json,1,4
848,Mn4Ni4Sb4_#119_190.json,1,2
849,Mn4Ni8Ge4_#139_109.json,1,5
850,Mn4Ni8Ge4_#139_110.json,1,3
851,Mn4Ni8Sb4_#139_147.json,0,1
852,Mn4Ni8Sb4_#139_148.json,0,4
853,Mn4Ni8Sn4_#139_135.json,1,5
854,Mn4Ni8Sn4_#139_136.json,1,1
855,Mn4Sb4Au4_#119_163.json,1,1
856,Mn4Sb4Ir4_#119_223.json,0,5
857,Mn4Sb4Pd4_#119_207.json,0,2
858,Mn4Sb4Pd8_#139_184.json,1,4
859,Mn4Sb4Pt4_#119_173.json,1,4
860,Mn4Sb4Pt4_#119_176.json,1,3
861,Mn4Sb4Pt4_#119_203.json,0,5
862,Mn4Sb4Rh4_#119_200.json,0,5
863,Mn4Sb4Rh4_#119_201.json,0,5
864,Mn4Sb4Rh4_#119_204.json,0,2
865,Mn4Sb4Ru8_#139_175.json,0,3
866,Mn4Se4_#119_92.json,0,4
867,Mn4Se4_#139_52.json,0,2
868,Mn4Si4Rh8_#139_101.json,0,4
869,Mn4Si4Ru8_#139_206.json,1,2
870,Mn4Si4Tc8_#139_277.json,0,1
871,Mn4Sn4Au4_#119_186.json,0,4
872,Mn4Sn4Ir4_#119_197.json,0,1
873,Mn4Sn4Pd8_#139_187.json,1,3
874,Mn4Sn4Pt4_#119_192.json,0,1
875,Mn4Sn4Pt4_#119_198.json,1,5
876,Mn4Sn4Rh8_#139_130.json,0,2
877,Mn4Sn4Ru8_#139_231.json,1,2
878,Mn4Tc4Os4_#119_232.json,0,3
879,Mn4Tc4Pd4_#119_292.json,0,2
880,Mn4Te4Pd4_#119_120.json,1,4
881,Mn4Te4Pd4_#119_154.json,0,2
882,Mn4Te4_#139_89.json,1,5
883,Mn4V12_#139_444.json,0,3
884,Mn4V2Ge2_#71_322.json,0,2
885,Mn4V4Ni4_#119_276.json,1,4
886,Mn4V8Os4_#139_430.json,1,4
887,Mn4Zn4Ir8_#139_214.json,1,4
888,Mn4Zn4Rh8_#139_191.json,1,5
889,Mn6Ga2N2_#38_209.json,1,2
890,Mn8Al4Re4_#139_433.json,1,4
891,Mn8Al4V4_#139_254.json,0,5
892,Mn8Al4W4_#139_327.json,1,3
893,Mn8Co4Si4_#119_170.json,0,4
894,Mn8Co4Si4_#119_171.json,0,3
895,Mn8Co4Sn4_#119_39.json,0,3
896,Mn8Co4Sn4_#119_40.json,0,5
897,Mn8Cr4Co4_#139_79.json,0,1
898,Mn8Cr4Co4_#139_80.json,0,1
899,Mn8Ga4Co4_#119_24.json,0,1
900,Mn8Ga4Co4_#119_25.json,0,2
901,Mn8In4Co4_#119_31.json,0,3
902,Mn8In4Co4_#119_32.json,0,2
903,Mn8Nb4Al4_#139_274.json,0,5
904,Mn8Pt4Rh4_#139_14.json,0,3
905,Mn8V4Ga4_#139_259.json,0,3
906,Mn8V4Si4_#139_312.json,0,5
907,Nb4Al4Co8_#139_269.json,0,4
908,Nb4Al4Ni8_#139_472.json,0,3
909,Nb4Co4Sb4_#119_415.json,1,3
910,Nb4Co4Sn4_#119_313.json,0,4
911,Nb4Co4Sn4_#119_377.json,0,4
912,Nb4Co8Sn4_#139_289.json,1,5
913,Nb4Cr4Co4_#119_193.json,0,2
914,Nb4Cr4W4_#119_315.json,0,3
915,Nb4Fe4Sb4_#119_526.json,0,5
916,Nb4Ga4Co8_#139_267.json,0,2
917,Nb4Ga4Ni8_#139_508.json,1,1
918,Nb4Ni8Sn4_#139_555.json,0,1
919,Nb4Zn4Co8_#139_328.json,1,5
920,Nb8Co16_#141_362.json,0,1
921,Nb8Cr16_#141_418.json,1,1
922,Ni12Sb4_#139_509.json,0,4
923,Ni12Sn4_#139_500.json,1,2
924,Ni3Ge1C1_#123_499.json,1,2
925,Ni3Ge1_#123_428.json,1,3
926,Ni3Pt1_#123_242.json,1,4
927,Ni3Sn1_#123_429.json,0,1
928,Ni4H4_#139_512.json,0,5
929,Ni4N1_#123_177.json,0,5
930,Ni4N4_#119_425.json,1,4
931,Ni4Sn4Rh8_#139_346.json,1,1
932,Ni8Mo12N4_#92_560.json,0,3
933,Ni8W12N4_#92_478.json,0,4
934,Sc1Co1_#123_423.json,0,3
935,Sc1Co3C1_#123_494.json,0,4
936,Sc1Ni1_#123_470.json,1,3
937,Sc4Al4Ni8_#139_521.json,1,3
938,Sc4Co4Te4_#119_588.json,0,5
939,Sc4Co8Sn4_#139_340.json,1,3
940,Sc4Ga4Co8_#139_559.json,0,5
941,Sc4In4Ni8_#139_585.json,0,2
942,Sc4Ni16Sn4_#119_578.json,1,3
943,Sc4Ni4Bi4_#119_542.json,1,2
944,Sc4Ni4P4_#119_579.json,0,5
945,Sc4Ni4Sb4_#119_583.json,1,3
946,Sc4Ni8Sn4_#139_516.json,0,5
947,Sc4V4Fe4_#119_406.json,0,1
948,Sc8Co16_#141_245.json,1,1
949,Sc8Co4Ir4_#139_382.json,1,2
950,Sc8Co4Os4_#139_427.json,1,2
951,Sc8Co4Ru4_#139_529.json,1,4
952,Sc8Fe16_#141_178.json,0,5
953,Sc8Ni16_#141_514.json,1,3
954,Sc8Ni4Ir4_#139_550.json,1,2
955,Sc8Ni4Pt4_#139_504.json,0,1
956,Sc8Ni4Ru4_#139_491.json,0,4
957,Sc8Tc4Ni4_#139_582.json,0,1
958,Si1Ni3_#123_421.json,1,4
959,Si8Ni4_#139_571.json,0,4
960,Sr4Cr4Pd8_#119_216.json,1,2
961,Sr4Cr4Rh8_#139_238.json,1,5
962,Sr4Cr4W8_#139_370.json,1,5
963,Sr4Mn4Re8_#119_270.json,0,2
964,Sr4Mn8Si4_#119_83.json,1,2
965,Sr4Zr4Co4_#119_448.json,1,5
966,Ta1Co3_#123_293.json,0,1
967,Ta4Al4Co8_#139_272.json,0,5
968,Ta4Al4Fe8_#139_543.json,0,1
969,Ta4Al4Ni8_#139_541.json,0,3
970,Ta4Co4Sb4_#119_482.json,0,5
971,Ta4Co4Sn8_#119_311.json,1,5
972,Ta4Fe4Ru8_#139_119.json,0,4
973,Ta4Ga4Co8_#139_273.json,0,1
974,Ta4Ga4Fe8_#139_552.json,1,1
975,Ta4Ga4Ni8_#139_534.json,0,2
976,Ta4Mn4As4_#119_268.json,1,4
977,Ta4Mn4Ru8_#139_165.json,0,3
978,Ta4Mn8Al4_#139_271.json,1,4
979,Ta4Ti4Mn8_#139_367.json,1,4
980,Ta4Zn4Co8_#139_332.json,1,2
981,Ta8Co16_#141_325.json,1,5
982,Ta8Cr16_#141_460.json,1,3
983,Ta8Cr4Os4_#139_587.json,0,4
984,Ta8Fe4Os4_#139_298.json,0,1
985,Ti16Co8_#141_303.json,1,1
986,Ti1Co1_#123_301.json,1,2
987,Ti1Co3_#123_213.json,0,2
988,Ti1Fe1_#123_440.json,1,1
989,Ti1Ni1_#123_450.json,1,5
990,Ti4Al4Fe8_#139_330.json,0,4
991,Ti4Al4Ni8_#139_535.json,1,5
992,Ti4Be4Co8_#139_496.json,1,2
993,Ti4Co4As4_#119_350.json,1,5
994,Ti4Co4Sb4_#119_548.json,1,4
995,Ti4Co4Sn4_#119_359.json,1,5
996,Ti4Co8Ge4_#139_256.json,0,4
997,Ti4Co8Si4_#139_250.json,0,5
998,Ti4Co8Sn4_#139_278.json,0,4
999,Ti4Cr4Ag4_#119_205.json,1,1
1000,Ti4Fe4Sb4_#119_338.json,1,4
1001,Ti4Fe4Se4_#119_606.json,0,2
1002,Ti4Fe4Sn4_#119_306.json,0,1
1003,Ti4Fe4Te4_#119_580.json,0,4
1004,Ti4Fe8Ge4_#139_483.json,1,3
1005,Ti4Fe8Sn4_#139_503.json,1,5
1006,Ti4Ga4Co8_#139_320.json,1,4
1007,Ti4Ga4Fe8_#139_336.json,1,2
1008,Ti4Ga4Ni8_#139_468.json,1,4
1009,Ti4In4Ni8_#139_484.json,1,4
1010,Ti4Mn4Co8_#139_84.json,0,2
1011,Ti4Mn4Co8_#139_85.json,1,1
1012,Ti4Mn4Rh8_#139_106.json,0,3
1013,Ti4Mn8Al4_#139_215.json,1,2
1014,Ti4Mn8Si4_#139_253.json,0,3
1015,Ti4Mn8W4_#139_490.json,0,4
1016,Ti4Ni4Ge4_#119_525.json,0,5
1017,Ti4Ni4Sb4_#119_452.json,0,3
1018,Ti4Ni4Sn4_#119_531.json,1,5
1019,Ti4Ni4Sn4_#119_546.json,0,2
1020,Ti4Ni8Sb4_#139_517.json,0,4
1021,Ti4Ni8Sn4_#139_475.json,0,5
1022,Ti4Zn4Ni8_#139_597.json,0,1
1023,Ti8Co4Ir4_#139_300.json,1,3
1024,Ti8Co4Re4_#139_399.json,0,1
1025,Ti8Co4Tc4_#139_413.json,0,3
1026,Ti8Cr16_#141_577.json,1,2
1027,Ti8Fe4Ir4_#139_356.json,0,3
1028,Ti8Mn4Be4_#139_471.json,1,4
1029,Ti8Mn4Co4_#139_396.json,0,2
1030,Ti8Mn4Co4_#139_397.json,1,3
1031,Ti8Mn4Ir4_#139_515.json,1,4
1032,Ti8Mn4Ni4_#139_426.json,0,1
1033,Ti8Mn4Os4_#139_368.json,0,5
1034,Ti8Mn4Rh4_#139_589.json,0,3
1035,Ti8Mn4Ru4_#139_369.json,1,5
1036,Ti8Ni4Ir4_#139_607.json,0,3
1037,Ti8Ni4Mo4_#139_510.json,0,2
1038,Ti8Re4Ni4_#139_474.json,1,3
1039,Ti8Tc4Ni4_#139_487.json,1,2
1040,Tl4Co4As8_#139_568.json,1,3
1041,Tl4Co4Bi4_#119_309.json,0,5
1042,Tl4Co4Mo8_#119_372.json,1,3
1043,Tl4Co4W4_#119_435.json,1,3
1044,V1Fe1_#123_282.json,1,2
1045,V4Co4Sb4_#119_316.json,1,5
1046,V4Co8Ge4_#139_210.json,0,1
1047,V4Co8Si4_#139_208.json,0,4
1048,V4Co8Sn4_#139_222.json,0,5
1049,V4Fe12_#139_78.json,0,5
1050,V4Fe4Sb4_#119_557.json,1,5
1051,V4Fe4Se4_#119_305.json,1,4
1052,V4Fe4Te4_#119_317.json,0,5
1053,V4Fe8Si4_#139_331.json,1,3
1054,V4Ga4Co8_#139_248.json,0,1
1055,V4Ga4Fe8_#139_498.json,0,2
1056,V4Ga4Ni8_#139_462.json,1,4
1057,V4Ni4Sb4_#119_261.json,1,5
1058,V4Ni8Sn4_#139_361.json,1,5
1059,V6Co2_#131_449.json,1,5
1060,V6Ni2_#131_532.json,1,1
1061,V8Cr4Fe4_#139_461.json,1,2
1062,V8Cr4Fe4_#139_497.json,1,2
1063,V8Cr4Os4_#139_424.json,1,4
1064,V8Cr4Re4_#139_447.json,0,1
1065,V8Cr4Ru4_#139_469.json,1,1
1066,V8Cr4Tc4_#139_456.json,1,5
1067,Zn1Co3C1_#123_319.json,0,3
1068,Zn1Fe3C1_#123_126.json,1,2
1069,Zn1Ni3C1_#123_408.json,1,5
1070,Zn4Fe4Pb4_#119_240.json,1,5
1071,Zn4Ni4Sb4_#119_530.json,1,5
1072,Zn4Ni4_#119_572.json,0,1
1073,Zn4Ni8Ge4_#139_523.json,1,1
1074,Zn8Ni4Rh4_#139_562.json,0,1
1075,Zr1Co1_#123_326.json,1,2
1076,Zr4Al4Co8_#139_337.json,1,4
1077,Zr4Al4Ni8_#139_563.json,0,3
1078,Zr4Co4As4_#119_329.json,1,5
1079,Zr4Co4Bi4_#119_605.json,0,1
1080,Zr4Co4Sb4_#119_389.json,0,5
1081,Zr4Co8Sn4_#139_285.json,0,2
1082,Zr4Cr4Fe4_#119_371.json,0,1
1083,Zr4Fe4Sb4_#119_342.json,0,1
1084,Zr4Fe4Se4_#119_591.json,1,2
1085,Zr4Fe4Te4_#119_576.json,0,5
1086,Zr4Ga4Ni8_#139_431.json,0,1
1087,Zr4In4Ni16_#119_403.json,1,3
1088,Zr4In4Ni8_#139_438.json,1,3
1089,Zr4Ni16Sn4_#119_381.json,0,5
1090,Zr4Ni20_#119_380.json,0,1
1091,Zr4Ni4Bi4_#119_540.json,0,3
1092,Zr4Ni4Ge4_#119_455.json,0,5
1093,Zr4Ni4Sn4_#119_600.json,1,5
1094,Zr4Ni8Sb4_#139_549.json,0,2
1095,Zr4Ni8Sn4_#139_569.json,1,2
1096,Zr4Zn4Ni16_#119_501.json,1,1
1097,Zr8Co16_#141_365.json,1,5
1098,Zr8Co4Tc4_#139_379.json,1,5
1099,Zr8Cr16_#141_513.json,0,4
1100,Zr8Fe16_#141_155.json,0,5
1101,Zr8Mn16_#141_279.json,1,1
1102,Zr8Ni16_#141_432.json,0,5
1103,Fe12Sn2Sb2_#156_15.json,1,4
1104,Fe12Sn3As1_#156_5.json,1,4
1105,Fe12Sn3Bi1_#156_12.json,0,4
1106,Fe12Sn3Ga1_#156_3.json,0,5
1107,Fe12Sn3Ge1_#156_4.json,0,4
1108,Fe12Sn3In1_#156_7.json,0,5
1109,Fe12Sn3P1_#156_2.json,0,1
1110,Fe12Sn3Pb1_#156_11.json,0,1
1111,Fe12Sn3Sb1_#156_9.json,1,1
1112,Fe12Sn3Se1_#156_6.json,0,5
1113,Fe12Sn3Si1_#156_1.json,0,2
1114,Fe12Sn3Te1_#156_10.json,1,1
1115,Fe12Sn4_#164_8.json,0,3
1116,mp-1007900,1,2
1117,mp-1017564,1,2
1118,mp-1018177,0,3
1119,mp-1018824,1,1
1120,mp-10316,0,4
1121,mp-1069042,0,5
1122,mp-1072248,0,5
1123,mp-1072756,0,2
1124,mp-1076964,0,1
1125,mp-1077197,1,5
1126,mp-1077457,0,1
1127,mp-1077736,1,2
1128,mp-1078074,1,4
1129,mp-1078427,0,1
1130,mp-1079071,0,2
1131,mp-1080130,1,3
1132,mp-1083,0,5
1133,mp-1102468,1,3
1134,mp-1103990,0,1
1135,mp-1104760,0,5
1136,mp-1104839,1,4
1137,mp-1104923,0,1
1138,mp-112,1,3
1139,mp-11593,0,4
1140,mp-1181137,0,3
1141,mp-1188517,0,5
1142,mp-1188794,0,2
1143,mp-1188998,1,4
1144,mp-1190187,1,2
1145,mp-1191038,0,2
1146,mp-1191284,1,1
1147,mp-1194754,1,4
1148,mp-1195008,0,2
1149,mp-1196815,1,1
1150,mp-1199510,1,5
1151,mp-1202258,0,1
1152,mp-1203801,0,5
1153,mp-15355,0,1
1154,mp-1852,0,5
1155,mp-19867,1,4
1156,mp-20125,1,1
1157,mp-20127,0,5
1158,mp-20128,0,4
1159,mp-20151,0,2
1160,mp-20230,1,1
1161,mp-20356,0,2
1162,mp-20394,1,2
1163,mp-20467,0,3
1164,mp-20584,1,1
1165,mp-20595,0,4
1166,mp-20721,0,5
1167,mp-20728,0,3
1168,mp-21192,0,1
1169,mp-21225,0,5
1170,mp-21298,1,4
1171,mp-21339,1,3
1172,mp-21386,1,2
1173,mp-21388,0,4
1174,mp-21468,0,1
1175,mp-21900,1,2
1176,mp-2209,0,4
1177,mp-22125,0,1
1178,mp-22138,1,1
1179,mp-22217,1,3
1180,mp-22383,1,3
1181,mp-22595,0,5
1182,mp-22714,0,2
1183,mp-23050,1,2
1184,mp-24011,1,4
1185,mp-27981,0,2
1186,mp-27986,1,4
1187,mp-30211,0,3
1188,mp-30630,0,4
1189,mp-31100,1,5
1190,mp-394,1,3
1191,mp-505143,0,3
1192,mp-510574,1,2
1193,mp-528,1,2
1194,mp-540884,1,5
1195,mp-568497,1,3
1196,mp-569350,1,4
1197,mp-569606,0,2
1198,mp-569689,1,1
1199,mp-569895,1,5
1200,mp-571283,1,3
1201,mp-574339,1,1
1202,mp-580,1,5
1203,mp-583684,0,1
1204,mp-680564,0,3
1205,mp-695771,0,3
1206,mp-711,1,5
1207,mp-727776,0,1
1208,mp-753721,0,4
1209,mp-8033,1,1
1210,mp-8591,0,2
1211,mp-1104698,1,2
1212,mp-637609,0,2
1213,mp-155,1,1
1214,mp-1514,1,4
1215,mp-21200,0,5
1216,mp-8301,1,4
1217,mp-19774,0,1
1218,mp-21478,1,4
1219,mp-12765,0,1
1220,mp-542568,1,3
1221,mp-1077071,1,1
1222,mp-20803,1,3
1223,mp-21234,0,3
1224,mp-21335,0,1
1225,mp-22108,0,4
1226,mp-1018829,0,4
1227,mp-19783,0,4
1228,mp-2066,1,5
1229,mp-2707,1,3
1230,mp-622508,1,2
1231,mp-1072199,1,1
1232,mp-1567,0,1
1233,mp-19854,1,3
1234,mp-22117,0,1
1235,mp-2486,0,4
1236,mp-27762,0,1
1237,mp-1080683,1,5
1238,mp-19902,1,3
1239,mp-1078610,1,3
1240,mp-22918,1,2
1241,mp-1079017,0,1
1242,mp-11202,0,5
1243,mp-1080547,1,5
1244,mp-1080146,0,1
1245,mp-13122,1,4
1246,mp-21240,0,4
1247,mp-4873,0,5
1248,mp-505142,1,5
1249,mp-1068906,1,4
1250,mp-1080533,1,2
1251,mp-20357,1,5
1252,mp-21426,0,1
1253,mp-569302,0,4
1254,mp-1068685,1,5
1255,mp-1078722,0,4
1256,mp-19897,0,4
1257,mp-20166,0,4
1258,mp-5510,0,3
1259,mp-581736,0,4
1260,mp-672215,0,1
1261,mp-974769,1,2
1262,mp-16035,0,1
1263,mp-22133,1,4
1264,mp-20277,1,4
1265,mp-17023,1,1
1266,mp-1025140,0,5
1267,mp-1072580,1,4
1268,mp-1105253,0,5
1269,mp-1104806,1,5
1270,mp-1077381,1,2
1271,mp-1190481,0,2
1272,mp-1188425,0,1
1273,Y4Ni4Bi4_#119_593.json,1,1
1274,Y4Ni4P4_#119_558.json,1,3
1275,Y4Ni4Sb4_#119_598.json,0,3
1276,Y8Co16_#141_257.json,1,4
1277,Y8Fe16_#141_169.json,0,2
1278,Y8Fe4B4_#119_355.json,1,2
1279,Y8Ni16_#141_564.json,0,2
1280,Y8Ni4Ir4_#139_574.json,0,2
1281,Y8Ni4Ru4_#139_485.json,1,3
1282,mp-1070063,0,2
1283,mp-1071536,0,1
1284,mp-1078886,1,2
1285,mp-1079868,0,3
1286,mp-1080077,0,1
1287,mp-11031,0,1
1288,mp-1190304,0,2
1289,mp-13120,1,3
1290,mp-17977,0,2
1291,mp-7225,1,4
1292,mp-9600,1,4
1293,mp-1069443,1,3
1294,mp-1077418,0,1
1295,mp-1078924,1,3
1296,mp-1079949,0,4
1297,mp-1087471,0,2
1298,mp-1103983,1,1
1299,mp-1104243,1,1
1300,mp-11769,0,5
1301,mp-1201626,0,3
1302,mp-20470,0,2
1303,mp-22130,1,3
1304,mp-27637,0,5
1305,mp-3566,1,1
1306,mp-510280,1,4
1307,mp-556502,0,5
1308,mp-645301,1,3
1309,mp-7072,1,2
1310,mp-7101,1,4
1311,mp-864931,1,1
1312,mp-1079254,1,5
1313,mp-1095158,0,4
1314,mp-1188620,1,1
1315,mp-1189023,1,1
1316,mp-16316,1,1
1317,mp-16511,1,3
1318,mp-20970,0,2
1319,mp-27505,0,2
1320,mp-28013,1,4
1321,mp-571438,0,4
1322,mp-6498,1,1
