row_index,entry_id,fold
860,Zn4Ni8Ge4_#139_523.json,5
861,Zr1Co1_#123_326.json,1
862,Zr4Al4Co8_#139_337.json,1
863,Zr4Co4As4_#119_329.json,5
864,Zr4Fe4Se4_#119_591.json,3
865,Zr4In4Ni16_#119_403.json,1
866,Zr4In4Ni8_#139_438.json,4
867,Zr4Ni4Sn4_#119_600.json,1
868,Zr4Ni8Sn4_#139_569.json,4
869,Zr4Zn4Ni16_#119_501.json,1
870,Zr8Co14Ge12_#139_417.json,5
871,Zr8Co16_#141_365.json,5
872,Zr8Co4Tc4_#139_379.json,4
873,Zr8Mn16_#141_279.json,1
874,Zr9In14Co7_#1_391.json,1
875,Fe12Sn2Sb2_#156_15.json,4
876,Fe12Sn3As1_#156_5.json,4
877,Fe12Sn3Sb1_#156_9.json,5
878,Fe12Sn3Te1_#156_10.json,5
879,mp-10036,2
880,mp-1006223,5
881,mp-1006352,1
882,mp-1007900,4
883,mp-10108,5
884,mp-1017564,4
885,mp-1018824,4
886,mp-1025521,2
887,mp-10624,1
888,mp-1071698,2
889,mp-1071732,2
890,mp-1072444,4
891,mp-1077197,5
892,mp-1077293,2
893,mp-1077552,2
894,mp-1077736,4
895,mp-1078074,4
896,mp-1080130,5
897,mp-1087547,5
898,mp-1095160,3
899,mp-1095517,3
900,mp-1101996,2
901,mp-1102145,3
902,mp-1102468,4
903,mp-1103253,1
904,mp-1104610,1
905,mp-1104641,1
906,mp-1104839,1
907,mp-1105168,1
908,mp-1105571,4
909,mp-1105762,1
910,mp-1105933,3
911,mp-11090,4
912,mp-112,4
913,mp-11447,5
914,mp-1188226,1
915,mp-1188555,1
916,mp-1188564,1
917,mp-1188816,3
918,mp-1188998,3
919,mp-1189009,4
920,mp-1190187,4
921,mp-1190462,1
922,mp-1191066,3
923,mp-1191130,2
924,mp-1191218,4
925,mp-1191284,3
926,mp-1191893,2
927,mp-1191988,4
928,mp-1192731,5
929,mp-1193796,5
930,mp-1194754,3
931,mp-1195670,1
932,mp-1195848,1
933,mp-1195875,4
934,mp-1195922,4
935,mp-1196815,4
936,mp-1197019,3
937,mp-1198597,2
938,mp-1199510,2
939,mp-1199825,3
940,mp-1199912,1
941,mp-1201268,3
942,mp-1201541,3
943,mp-1202495,1
944,mp-1203247,2
945,mp-1203280,4
946,mp-1205450,3
947,mp-1556,4
948,mp-1597,1
949,mp-17151,3
950,mp-1781,3
951,mp-18232,5
952,mp-1830,3
953,mp-1854,4
954,mp-19867,5
955,mp-1988,5
956,mp-19918,5
957,mp-19937,4
958,mp-20071,4
959,mp-20077,5
960,mp-20111,5
961,mp-20125,4
962,mp-20214,1
963,mp-20230,3
964,mp-20276,3
965,mp-20336,2
966,mp-20360,1
967,mp-20387,4
968,mp-20394,2
969,mp-20584,4
970,mp-20941,4
971,mp-20961,4
972,mp-2104,5
973,mp-21103,3
974,mp-21298,2
975,mp-21339,5
976,mp-21386,3
977,mp-21416,4
978,mp-21427,3
979,mp-2143,2
980,mp-21484,4
981,mp-21695,5
982,mp-21900,1
983,mp-22002,3
984,mp-22138,2
985,mp-22217,1
986,mp-22231,1
987,mp-22383,3
988,mp-22536,3
989,mp-2288,3
990,mp-23050,1
991,mp-23244,4
992,mp-24011,4
993,mp-2413,1
994,mp-24720,2
995,mp-2523,5
996,mp-2558,4
997,mp-2566,3
998,mp-2607,3
999,mp-2625,2
1000,mp-27740,2
1001,mp-27986,2
1002,mp-28449,4
1003,mp-30279,4
1004,mp-30848,1
1005,mp-31100,2
1006,mp-3289,1
1007,mp-337,2
1008,mp-394,4
1009,mp-504520,2
1010,mp-504781,2
1011,mp-505025,4
1012,mp-510374,5
1013,mp-510400,1
1014,mp-510574,5
1015,mp-519,4
1016,mp-528,5
1017,mp-5302,5
1018,mp-540884,1
1019,mp-542779,5
1020,mp-554519,5
1021,mp-566,5
1022,mp-567543,2
1023,mp-568497,1
1024,mp-569350,4
1025,mp-569689,5
1026,mp-569895,3
1027,mp-569898,2
1028,mp-570181,5
1029,mp-571283,1
1030,mp-573810,3
1031,mp-574339,4
1032,mp-574651,4
1033,mp-580,1
1034,mp-614481,2
1035,mp-614489,4
1036,mp-627,1
1037,mp-637204,2
1038,mp-638558,5
1039,mp-639675,4
1040,mp-64,1
1041,mp-640089,1
1042,mp-640118,4
1043,mp-644303,2
1044,mp-651772,2
1045,mp-667318,5
1046,mp-672195,3
1047,mp-672286,2
1048,mp-711,4
1049,mp-727793,3
1050,mp-8033,1
1051,mp-8357,5
1052,mp-8412,2
1053,mp-8558,2
1054,mp-881,3
1055,mp-9267,2
1056,mp-951,5
1057,mp-985704,1
1058,mp-1104698,1
1059,mp-614455,5
1060,mp-580236,5
1061,mp-1261,2
1062,mp-155,4
1063,mp-7131,3
1064,mp-1514,5
1065,mp-1044,4
1066,mp-1723,4
1067,mp-20365,3
1068,mp-19919,3
1069,mp-2375,5
1070,mp-20369,4
1071,mp-20503,5
1072,mp-21172,5
1073,mp-21482,2
1074,mp-570018,3
1075,mp-20182,3
1076,mp-8301,5
1077,mp-10881,4
1078,mp-21478,2
1079,mp-542568,3
1080,mp-1077071,2
1081,mp-20803,4
1082,mp-2066,5
1083,mp-2707,2
1084,mp-622508,2
1085,mp-1072199,2
1086,mp-19854,5
1087,mp-20874,2
1088,mp-1078702,4
1089,mp-1080683,1
1090,mp-1095184,1
1091,mp-19902,3
1092,mp-20713,4
1093,mp-2596,4
1094,mp-926,2
1095,mp-1065793,5
1096,mp-1078610,3
1097,mp-2186,4
1098,mp-22918,4
1099,mp-2563,4
1100,mp-2748,2
1101,mp-510403,3
1102,mp-510404,1
1103,mp-574283,2
1104,mp-807,5
1105,mp-22912,3
1106,mp-23285,2
1107,mp-2011,1
1108,mp-20969,3
1109,mp-1080547,5
1110,mp-13122,1
1111,mp-505142,1
1112,mp-1068906,2
1113,mp-1080533,2
1114,mp-20357,2
1115,mp-1068685,4
1116,mp-974769,3
1117,mp-22133,1
1118,mp-20277,2
1119,mp-1103258,4
1120,mp-24092,2
1121,mp-17023,2
1122,mp-600663,5
1123,mp-1072580,4
1124,mp-24285,3
1125,mp-984703,2
1126,mp-1104806,4
1127,mp-1077381,4
1128,mp-1079198,1
1129,mp-11892,5
1130,mp-11913,5
1131,mp-5690,1
1132,mp-777413,1
1133,Y2Mg2Ni8_#31_412.json,1
1134,Y4Ni4Bi4_#119_593.json,2
1135,Y4Ni4P4_#119_558.json,5
1136,Y8Co16_#141_257.json,5
1137,Y8Fe4B4_#119_355.json,2
1138,Y8Ni4Ru4_#139_485.json,3
1139,Sm1Fe10V2_#71_17.json,4
1140,Sm1Fe11V1_#44_16.json,4
1141,mp-1008376,4
1142,mp-10109,4
1143,mp-10123,5
1144,mp-1018162,3
1145,mp-10198,4
1146,mp-1025001,1
1147,mp-1025156,5
1148,mp-10266,4
1149,mp-10271,4
1150,mp-1031,4
1151,mp-1043073,2
1152,mp-10584,5
1153,mp-1059,5
1154,mp-1064843,5
1155,mp-1065288,4
1156,mp-1068377,4
1157,mp-1069296,3
1158,mp-1069774,5
1159,mp-1071478,2
1160,mp-1071839,1
1161,mp-1072041,1
1162,mp-1072097,5
1163,mp-1072255,1
1164,mp-1072653,2
1165,mp-1076916,2
1166,mp-1076927,4
1167,mp-1077279,4
1168,mp-1077334,4
1169,mp-1077340,1
1170,mp-1077347,2
1171,mp-1077362,5
1172,mp-1077397,4
1173,mp-1077596,3
1174,mp-1078303,4
1175,mp-1078913,2
1176,mp-1079126,2
1177,mp-1079169,3
1178,mp-1079458,1
1179,mp-1079654,3
1180,mp-1080123,5
1181,mp-1080470,2
1182,mp-1080537,3
1183,mp-1080749,5
1184,mp-1087513,5
1185,mp-10883,3
1186,mp-10884,5
1187,mp-10891,1
1188,mp-10893,4
1189,mp-10907,1
1190,mp-1094118,3
1191,mp-1095109,4
1192,mp-1095238,3
1193,mp-1097959,3
1194,mp-1102440,5
1195,mp-1103359,5
1196,mp-1103546,3
1197,mp-1103718,4
1198,mp-1103738,3
1199,mp-1103809,4
1200,mp-1103893,2
1201,mp-1104014,4
1202,mp-1104162,3
1203,mp-1104320,4
1204,mp-1104892,3
1205,mp-1105241,4
1206,mp-1105305,2
1207,mp-1105343,5
1208,mp-1105431,3
1209,mp-1105542,4
1210,mp-1105587,2
1211,mp-1105642,2
1212,mp-1105690,4
1213,mp-1105732,4
1214,mp-1105777,4
1215,mp-1105833,5
1216,mp-1106004,3
1217,mp-1106008,4
1218,mp-1106026,5
1219,mp-1106031,4
1220,mp-1106297,1
1221,mp-1106307,2
1222,mp-1106325,2
1223,mp-1121,3
1224,mp-11226,5
1225,mp-11318,1
1226,mp-11375,2
1227,mp-11422,4
1228,mp-11467,3
1229,mp-11469,3
1230,mp-11500,3
1231,mp-11504,1
1232,mp-11519,3
1233,mp-1163,1
1234,mp-1163934,2
1235,mp-11734,3
1236,mp-11775,4
1237,mp-1180,3
1238,mp-1180537,5
1239,mp-1181730,3
1240,mp-11839,4
1241,mp-1184807,5
1242,mp-1188524,1
1243,mp-1188542,5
1244,mp-1188599,2
1245,mp-1188604,1
1246,mp-1188611,4
1247,mp-1188625,3
1248,mp-1188789,5
1249,mp-1188792,2
1250,mp-1188811,5
1251,mp-1188951,3
1252,mp-1189165,4
1253,mp-1189224,4
1254,mp-1189284,5
1255,mp-1189358,2
1256,mp-1189480,5
1257,mp-1189617,5
1258,mp-1189647,2
1259,mp-1189666,2
1260,mp-1189790,4
1261,mp-1189828,2
1262,mp-1189973,4
1263,mp-1189987,2
1264,mp-1189990,5
1265,mp-1189998,4
1266,mp-1190040,5
1267,mp-1190091,5
1268,mp-1190285,2
1269,mp-1190299,3
1270,mp-1190395,2
1271,mp-1190424,3
1272,mp-1191000,3
1273,mp-1191061,2
1274,mp-1191096,3
1275,mp-1191116,5
1276,mp-1191195,4
1277,mp-1191719,4
1278,mp-1191749,4
1279,mp-1191821,4
1280,mp-1191889,3
1281,mp-1192130,1
1282,mp-1192140,5
1283,mp-1192264,3
1284,mp-1192551,1
1285,mp-1192592,1
1286,mp-1192636,2
1287,mp-1192643,1
1288,mp-1192664,2
1289,mp-1192742,1
1290,mp-1192762,3
1291,mp-1192799,5
1292,mp-1192814,2
1293,mp-1192818,1
1294,mp-1192839,5
1295,mp-1192877,4
1296,mp-1192939,4
1297,mp-1192963,5
1298,mp-1192997,1
1299,mp-1193073,2
1300,mp-1193118,5
1301,mp-1193188,1
1302,mp-1193221,2
1303,mp-1193255,1
1304,mp-1193259,2
1305,mp-1193305,2
1306,mp-1193450,5
1307,mp-1193515,1
1308,mp-1193589,4
1309,mp-1193683,1
1310,mp-1193687,2
1311,mp-1193751,4
1312,mp-1193830,4
1313,mp-1193884,2
1314,mp-1193971,1
1315,mp-1194044,3
1316,mp-1194051,2
1317,mp-1194097,2
1318,mp-1194109,3
1319,mp-1194136,1
1320,mp-1194164,3
1321,mp-1194187,5
1322,mp-1194237,1
1323,mp-1194289,3
1324,mp-1194291,4
1325,mp-1194407,4
1326,mp-1194423,2
1327,mp-1194843,5
1328,mp-1195148,3
1329,mp-1195261,3
1330,mp-1195443,3
1331,mp-1195833,1
1332,mp-1196033,3
1333,mp-1196233,1
1334,mp-1196262,2
1335,mp-1196434,4
1336,mp-1196837,4
1337,mp-1197004,3
1338,mp-1197139,1
1339,mp-1197229,1
1340,mp-1197438,1
1341,mp-1197565,1
1342,mp-1197605,2
1343,mp-1197897,2
1344,mp-1198260,2
1345,mp-1198503,1
1346,mp-1198549,4
1347,mp-1198582,2
1348,mp-1198824,4
1349,mp-1199103,5
1350,mp-1199147,4
1351,mp-1199325,4
1352,mp-1199661,1
1353,mp-1199972,3
1354,mp-1200037,5
1355,mp-1200116,1
1356,mp-1200449,1
1357,mp-1200867,1
1358,mp-1200887,1
1359,mp-1200955,1
1360,mp-1201016,1
1361,mp-1201611,1
1362,mp-1201730,3
1363,mp-1201735,5
1364,mp-1201849,2
1365,mp-1201980,4
1366,mp-1202112,4
1367,mp-1202355,5
1368,mp-1202847,1
1369,mp-1202854,5
1370,mp-1202982,3
1371,mp-1203025,5
1372,mp-1203077,5
1373,mp-1203320,4
1374,mp-1203385,4
1375,mp-1203416,1
1376,mp-1203677,2
1377,mp-1203980,4
1378,mp-1204084,1
1379,mp-1204650,1
1380,mp-1204704,4
1381,mp-1204867,1
1382,mp-1205068,5
1383,mp-1205385,1
1384,mp-12067,1
1385,mp-1221,2
1386,mp-12410,3
1387,mp-12436,1
1388,mp-12631,5
1389,mp-12674,2
1390,mp-12717,5
1391,mp-12729,1
1392,mp-12753,4
1393,mp-12912,2
1394,mp-1302,4
1395,mp-13254,1
1396,mp-13434,5
1397,mp-13464,5
1398,mp-13486,5
1399,mp-13687,4
1400,mp-13797,5
1401,mp-1382,3
1402,mp-1387,2
1403,mp-13933,1
1404,mp-13934,3
1405,mp-13937,1
1406,mp-13939,1
1407,mp-13940,4
1408,mp-1401,5
1409,mp-14043,5
1410,mp-14046,5
1411,mp-14051,5
1412,mp-1412,2
1413,mp-14133,5
1414,mp-14139,3
1415,mp-1418,5
1416,mp-1422,4
1417,mp-14326,4
1418,mp-14391,2
1419,mp-14432,1
1420,mp-14457,1
1421,mp-14458,4
1422,mp-14889,4
1423,mp-14968,4
1424,mp-15161,4
1425,mp-1525,2
1426,mp-1532,5
1427,mp-1533,2
1428,mp-15598,4
1429,mp-15626,1
1430,mp-15805,5
1431,mp-15888,2
1432,mp-15973,4
1433,mp-15974,3
1434,mp-16307,5
1435,mp-16383,4
1436,mp-1654,1
1437,mp-1655,1
1438,mp-1678,5
1439,mp-16783,5
1440,mp-16966,4
1441,mp-17064,2
1442,mp-17119,2
1443,mp-1720,5
1444,mp-17599,4
1445,mp-17619,5
1446,mp-17745,1
1447,mp-1798,3
1448,mp-1799,3
1449,mp-18190,1
1450,mp-183,4
1451,mp-18320,5
1452,mp-18554,3
1453,mp-18626,3
1454,mp-1865,4
1455,mp-18717,1
1456,mp-18747,1
1457,mp-18748,1
1458,mp-18750,4
1459,mp-18758,2
1460,mp-18766,3
1461,mp-18831,2
1462,mp-18841,5
1463,mp-18847,3
1464,mp-18879,2
1465,mp-18900,3
1466,mp-18904,1
1467,mp-18999,1
1468,mp-19006,4
1469,mp-1902,2
1470,mp-19035,4
1471,mp-19036,1
1472,mp-19071,4
1473,mp-19079,1
1474,mp-19093,4
1475,mp-1911,1
1476,mp-19153,2
1477,mp-19200,4
1478,mp-19202,5
1479,mp-19256,5
1480,mp-19258,4
1481,mp-19262,2
1482,mp-19303,5
1483,mp-19306,4
1484,mp-19313,5
1485,mp-19314,5
1486,mp-19328,2
1487,mp-19394,3
1488,mp-19410,1
1489,mp-19442,2
1490,mp-19456,3
1491,mp-1959,2
1492,mp-19710,1
1493,mp-19764,1
1494,mp-19798,1
1495,mp-19800,5
1496,mp-19834,5
1497,mp-19844,4
1498,mp-19852,4
1499,mp-19920,3
1500,mp-19923,5
1501,mp-19966,2
1502,mp-19971,4
1503,mp-19987,2
1504,mp-19996,5
1505,mp-20029,3
1506,mp-20036,3
1507,mp-20040,3
1508,mp-20084,5
1509,mp-20139,2
1510,mp-20168,2
1511,mp-2018,1
1512,mp-20180,1
1513,mp-20225,5
1514,mp-20228,3
1515,mp-20246,5
1516,mp-20258,2
1517,mp-20272,2
1518,mp-20286,1
1519,mp-20309,2
1520,mp-20328,5
1521,mp-20358,1
1522,mp-20362,5
1523,mp-20406,3
1524,mp-20415,4
1525,mp-20438,4
1526,mp-20440,3
1527,mp-20481,5
1528,mp-20520,5
1529,mp-20534,5
1530,mp-20572,3
1531,mp-20586,3
1532,mp-20587,3
1533,mp-20603,5
1534,mp-20643,5
1535,mp-20660,5
1536,mp-20680,1
1537,mp-2070,1
1538,mp-20711,2
1539,mp-20735,5
1540,mp-20758,1
1541,mp-20821,3
1542,mp-20831,2
1543,mp-20840,3
1544,mp-20841,1
1545,mp-2086,3
1546,mp-20860,2
1547,mp-20861,4
1548,mp-2088,3
1549,mp-20909,4
1550,mp-2092,4
1551,mp-20958,1
1552,mp-20966,2
1553,mp-20984,3
1554,mp-20992,1
1555,mp-20995,3
1556,mp-21005,3
1557,mp-21009,1
1558,mp-21011,2
1559,mp-21019,4
1560,mp-21049,3
1561,mp-21053,2
1562,mp-21074,2
1563,mp-21076,3
1564,mp-21085,1
1565,mp-2109,1
1566,mp-21112,2
1567,mp-21171,4
1568,mp-21202,1
1569,mp-21263,4
1570,mp-21299,5
1571,mp-2132,4
1572,mp-21333,3
1573,mp-21343,1
1574,mp-21370,2
1575,mp-21394,4
1576,mp-21412,1
1577,mp-21418,5
1578,mp-21419,3
1579,mp-21441,5
1580,mp-21457,1
1581,mp-21483,3
1582,mp-2149,2
1583,mp-21504,2
1584,mp-21535,3
1585,mp-2154,5
1586,mp-21551,2
1587,mp-21573,3
1588,mp-21579,3
1589,mp-21590,5
1590,mp-21616,2
1591,mp-21628,4
1592,mp-21650,1
1593,mp-21703,1
1594,mp-21706,1
1595,mp-21735,5
1596,mp-21757,4
1597,mp-21791,5
1598,mp-21807,5
1599,mp-21857,1
1600,mp-21861,4
1601,mp-21940,3
1602,mp-21960,2
1603,mp-21971,5
1604,mp-21974,4
1605,mp-2199,4
1606,mp-22027,4
1607,mp-22029,3
1608,mp-22094,1
1609,mp-22112,2
1610,mp-22168,3
1611,mp-22221,2
1612,mp-22246,4
1613,mp-22266,1
1614,mp-22279,3
1615,mp-22290,3
1616,mp-22300,3
1617,mp-22309,1
1618,mp-22354,1
1619,mp-22372,1
1620,mp-22387,2
1621,mp-22421,3
1622,mp-22422,2
1623,mp-22441,4
1624,mp-22442,1
1625,mp-22470,1
1626,mp-22502,4
1627,mp-22568,3
1628,mp-22584,3
1629,mp-22592,4
1630,mp-22605,2
1631,mp-22638,5
1632,mp-22673,5
1633,mp-22790,5
1634,mp-22793,5
1635,mp-22797,1
1636,mp-22947,5
1637,mp-2295,4
1638,mp-23021,5
1639,mp-23051,1
1640,mp-23108,2
1641,mp-23175,2
1642,mp-23187,4
1643,mp-23196,5
1644,mp-23252,1
1645,mp-23471,1
1646,mp-23512,1
1647,mp-23533,1
1648,mp-23581,5
1649,mp-23628,1
1650,mp-24020,4
1651,mp-24108,2
1652,mp-24135,4
1653,mp-2423,1
1654,mp-2439,1
1655,mp-24447,3
1656,mp-24659,4
1657,mp-2493,3
1658,mp-2497,2
1659,mp-25053,1
1660,mp-2548,2
1661,mp-2573,5
1662,mp-2593,2
1663,mp-2616,5
1664,mp-2622,2
1665,mp-2636,2
1666,mp-2658,4
1667,mp-2665,3
1668,mp-27125,2
1669,mp-27304,1
1670,mp-2756,1
1671,mp-27632,2
1672,mp-27719,1
1673,mp-27826,3
1674,mp-27835,1
1675,mp-27872,5
1676,mp-27901,3
1677,mp-28226,4
1678,mp-28452,5
1679,mp-28525,1
1680,mp-2863,2
1681,mp-28651,2
1682,mp-28692,5
1683,mp-28828,4
1684,mp-2885,4
1685,mp-29101,5
1686,mp-2921,2
1687,mp-29283,2
1688,mp-29481,3
1689,mp-29556,1
1690,mp-29562,1
1691,mp-3000,1
1692,mp-30073,2
1693,mp-30084,5
1694,mp-30227,3
1695,mp-30234,5
1696,mp-30338,5
1697,mp-30419,1
1698,mp-30442,5
1699,mp-30545,3
1700,mp-30555,5
1701,mp-30756,2
1702,mp-30861,3
1703,mp-3088,3
1704,mp-30889,5
1705,mp-30902,1
1706,mp-31173,2
1707,mp-31363,5
1708,mp-31453,5
1709,mp-3340,5
1710,mp-33803,4
1711,mp-3430,2
1712,mp-3433,3
1713,mp-3464,2
1714,mp-3499,5
1715,mp-35475,5
1716,mp-3574,4
1717,mp-3591,1
1718,mp-3623,2
1719,mp-36447,1
1720,mp-3657,2
1721,mp-371,2
1722,mp-3778,5
1723,mp-3861,3
1724,mp-387,2
1725,mp-392,5
1726,mp-4126,4
1727,mp-4194,3
1728,mp-4338,3
1729,mp-4346,3
1730,mp-4364,4
1731,mp-4409,1
1732,mp-4474,2
1733,mp-4492,5
1734,mp-457,5
1735,mp-4652,3
1736,mp-4664,2
1737,mp-4697,2
1738,mp-4704,1
1739,mp-472,2
1740,mp-4922,1
1741,mp-4955,5
1742,mp-4990,3
1743,mp-5032,4
1744,mp-504442,4
1745,mp-504468,2
1746,mp-504540,2
1747,mp-504603,3
1748,mp-504614,5
1749,mp-504674,5
1750,mp-504699,5
1751,mp-504714,5
1752,mp-504731,3
1753,mp-504753,4
1754,mp-504776,1
1755,mp-504778,3
1756,mp-504862,3
1757,mp-504886,5
1758,mp-504970,3
1759,mp-505043,5
1760,mp-505046,4
1761,mp-505201,1
1762,mp-505306,5
1763,mp-505391,3
1764,mp-505406,2
1765,mp-505534,2
1766,mp-505537,1
1767,mp-505544,2
1768,mp-505569,5
1769,mp-505570,5
1770,mp-505571,4
1771,mp-505572,3
1772,mp-505623,5
1773,mp-505687,2
1774,mp-505751,3
1775,mp-505781,2
1776,mp-505791,2
1777,mp-510324,2
1778,mp-510376,2
1779,mp-510380,4
1780,mp-510401,1
1781,mp-510402,5
1782,mp-510486,4
1783,mp-510570,3
1784,mp-510604,4
1785,mp-510624,1
1786,mp-5124,1
1787,mp-514,2
1788,mp-5149,2
1789,mp-5323,4
1790,mp-532767,2
1791,mp-5396,5
1792,mp-540735,5
1793,mp-541365,5
1794,mp-541595,3
1795,mp-541753,5
1796,mp-541851,5
1797,mp-541852,4
1798,mp-541940,4
1799,mp-542070,1
1800,mp-542313,3
1801,mp-542583,5
1802,mp-542727,2
1803,mp-542739,1
1804,mp-5436,4
1805,mp-545735,2
1806,mp-546936,5
1807,mp-5491,4
1808,mp-549970,2
1809,mp-550274,1
1810,mp-5515,1
1811,mp-551702,1
1812,mp-5529,1
1813,mp-553896,4
1814,mp-554168,2
1815,mp-554222,4
1816,mp-554252,3
1817,mp-554302,4
1818,mp-554354,2
1819,mp-554391,5
1820,mp-554590,1
1821,mp-554638,5
1822,mp-554770,1
1823,mp-555123,1
1824,mp-555403,5
1825,mp-555464,3
1826,mp-555506,4
1827,mp-555716,3
1828,mp-555755,2
1829,mp-555775,5
1830,mp-555970,5
1831,mp-556264,2
1832,mp-556320,2
1833,mp-556353,4
1834,mp-556424,1
1835,mp-556487,1
1836,mp-556723,5
1837,mp-556757,1
1838,mp-556938,4
1839,mp-557133,3
1840,mp-557257,5
1841,mp-557324,4
1842,mp-557397,5
1843,mp-557411,3
1844,mp-557533,1
1845,mp-557684,5
1846,mp-557686,2
1847,mp-557903,3
1848,mp-557912,1
1849,mp-557958,2
1850,mp-558078,5
1851,mp-558111,5
1852,mp-558131,1
1853,mp-5584,3
1854,mp-558442,2
1855,mp-558448,2
1856,mp-558671,2
1857,mp-558674,2
1858,mp-558749,1
1859,mp-558895,4
1860,mp-558960,3
1861,mp-559450,2
1862,mp-559454,5
1863,mp-559750,5
1864,mp-559926,5
1865,mp-560038,3
1866,mp-560103,3
1867,mp-5602,5
1868,mp-560329,4
1869,mp-560671,1
1870,mp-560710,5
1871,mp-560878,3
1872,mp-560936,4
1873,mp-560956,5
1874,mp-560963,3
1875,mp-560976,3
1876,mp-561067,2
1877,mp-561099,3
1878,mp-561461,2
1879,mp-561515,2
1880,mp-561520,5
1881,mp-565814,5
1882,mp-5670,4
1883,mp-567329,3
1884,mp-567370,1
1885,mp-567573,4
1886,mp-5676,5
1887,mp-567942,3
1888,mp-567978,4
1889,mp-567981,2
1890,mp-568285,4
1891,mp-568452,5
1892,mp-568757,5
1893,mp-568841,4
1894,mp-568863,3
1895,mp-568914,5
1896,mp-569516,1
1897,mp-569673,1
1898,mp-569703,3
1899,mp-569885,5
1900,mp-570203,1
1901,mp-570290,3
1902,mp-570928,1
1903,mp-570990,4
1904,mp-571084,4
1905,mp-571513,5
1906,mp-571648,3
1907,mp-572,1
1908,mp-579496,5
1909,mp-580140,3
1910,mp-5802,2
1911,mp-580234,3
1912,mp-580539,1
1913,mp-581301,4
1914,mp-582,3
1915,mp-582023,3
1916,mp-582028,1
1917,mp-582883,1
1918,mp-585476,4
1919,mp-5950,2
1920,mp-5979,5
1921,mp-600124,5
1922,mp-600480,3
1923,mp-601833,1
1924,mp-604453,4
1925,mp-606,4
1926,mp-6074,2
1927,mp-607917,3
1928,mp-610190,4
1929,mp-610706,1
1930,mp-6135,2
1931,mp-6145,4
1932,mp-614502,3
1933,mp-6153,2
1934,mp-6172,5
1935,mp-6178,5
1936,mp-6186,3
1937,mp-620271,5
1938,mp-622214,5
1939,mp-6239,3
1940,mp-624070,5
1941,mp-6247,1
1942,mp-6274,5
1943,mp-627439,2
1944,mp-632715,2
1945,mp-634945,5
1946,mp-635426,2
1947,mp-636232,1
1948,mp-636279,5
1949,mp-636287,4
1950,mp-636953,2
1951,mp-637224,5
1952,mp-637378,2
1953,mp-639154,4
1954,mp-640345,3
1955,mp-640776,5
1956,mp-6414,2
1957,mp-641621,1
1958,mp-642273,1
1959,mp-642754,2
1960,mp-642787,4
1961,mp-6428,3
1962,mp-642823,1
1963,mp-6430,5
1964,mp-644246,3
1965,mp-644259,1
1966,mp-645435,5
1967,mp-646,2
1968,mp-647152,5
1969,mp-647164,2
1970,mp-647205,1
1971,mp-647363,4
1972,mp-647426,3
1973,mp-647606,1
1974,mp-6480,3
1975,mp-648774,2
1976,mp-649213,4
1977,mp-651682,2
1978,mp-6531,5
1979,mp-653429,4
1980,mp-653631,1
1981,mp-653981,5
1982,mp-6551,5
1983,mp-6609,5
1984,mp-6621,5
1985,mp-6635,4
1986,mp-6670,1
1987,mp-6672,4
1988,mp-667353,3
1989,mp-669554,2
1990,mp-6696,5
1991,mp-669703,4
1992,mp-670,2
1993,mp-6700,5
1994,mp-672191,4
1995,mp-672275,2
1996,mp-672292,5
1997,mp-672652,3
1998,mp-672661,3
1999,mp-672702,3
2000,mp-6739,4
2001,mp-680636,3
2002,mp-6820,2
2003,mp-684027,5
2004,mp-687205,5
2005,mp-693,3
2006,mp-6933,1
2007,mp-6968,4
2008,mp-697076,5
2009,mp-699489,3
2010,mp-699888,4
2011,mp-702,4
2012,mp-704100,2
2013,mp-704943,4
2014,mp-7070,1
2015,mp-707854,1
2016,mp-7143,5
2017,mp-721077,1
2018,mp-727512,3
2019,mp-729050,5
2020,mp-732003,1
2021,mp-7322,4
2022,mp-734713,3
2023,mp-746676,4
2024,mp-746702,1
2025,mp-753222,3
2026,mp-755041,2
2027,mp-755572,3
2028,mp-755882,4
2029,mp-759076,1
2030,mp-771112,5
2031,mp-781625,3
2032,mp-787,1
2033,mp-7888,5
2034,mp-7889,3
2035,mp-815,1
2036,mp-8343,1
2037,mp-8396,2
2038,mp-849663,3
2039,mp-849751,1
2040,mp-8557,2
2041,mp-863692,4
2042,mp-865440,1
2043,mp-8688,1
2044,mp-8689,1
2045,mp-9115,5
2046,mp-9319,2
2047,mp-940,5
2048,mp-9415,2
2049,mp-943,3
2050,mp-9612,3
2051,mp-972,5
2052,mp-976447,5
2053,mp-985556,3
2054,mp-986,2
2055,mp-1078886,5
2056,mp-13120,1
2057,mp-7225,3
2058,mp-9600,3
2059,mp-1069443,1
2060,mp-1078924,5
2061,mp-1103983,4
2062,mp-1104243,5
2063,mp-22130,5
2064,mp-3566,3
2065,mp-510280,2
2066,mp-645301,2
2067,mp-7072,2
2068,mp-7101,2
2069,mp-864931,1
2070,mp-1079254,4
2071,mp-1188620,2
2072,mp-1189023,4
2073,mp-16316,3
2074,mp-16511,3
2075,mp-28013,5
2076,mp-6498,4
