entry_id,source,formula,space_group_number,K_eff_MJ_per_m3,mu0_Ms_T,easy_axis_label,in_classification_set,in_regression_set,cif_file
Co5Ti1_#191_1A.json,Novamag database (Nieves et al. 2019),Co5Ti1(191),191,0.858,,1,1,1,structures/Co5Ti1_#191_1A.cif
Co9Ti3_#166_1A.json,Novamag database (Nieves et al. 2019),Co9Ti3(166),166,-0.298,,0,1,0,structures/Co9Ti3_#166_1A.cif
Co16V2_#139_1A.json,Novamag database (Nieves et al. 2019),Co16V2(139),139,-0.173,,0,1,0,structures/Co16V2_#139_1A.cif
Co3V1_#123_1A.json,Novamag database (Nieves et al. 2019),Co3V1(123),123,0.427,,1,1,1,structures/Co3V1_#123_1A.cif
Co4V2_#139_1A.json,Novamag database (Nieves et al. 2019),Co4V2(139),139,0.597,,1,1,1,structures/Co4V2_#139_1A.cif
Co6V2_#123_1A.json,Novamag database (Nieves et al. 2019),Co6V2(123),123,0.518,,1,1,1,structures/Co6V2_#123_1A.cif
Co8V2_#87_1A.json,Novamag database (Nieves et al. 2019),Co8V2(87),87,-0.378,,0,1,0,structures/Co8V2_#87_1A.cif
Co2Zn2_#129_1A.json,Novamag database (Nieves et al. 2019),Co2Zn2(129),129,-0.16,,0,1,0,structures/Co2Zn2_#129_1A.cif
Co4Zn2_#139_1A.json,Novamag database (Nieves et al. 2019),Co4Zn2(139),139,-0.878,,0,1,0,structures/Co4Zn2_#139_1A.cif
Co12Zr4_#194_1A.json,Novamag database (Nieves et al. 2019),Co12Zr4(194),194,0.411,,1,1,1,structures/Co12Zr4_#194_1A.cif
Co16Zr2_#139_1A.json,Novamag database (Nieves et al. 2019),Co16Zr2(139),139,0.441,,1,1,1,structures/Co16Zr2_#139_1A.cif
Co3Zr1_#123_1A.json,Novamag database (Nieves et al. 2019),Co3Zr1(123),123,2.182,,1,1,1,structures/Co3Zr1_#123_1A.cif
Co4Zr2_#139_1A.json,Novamag database (Nieves et al. 2019),Co4Zr2(139),139,-3.624,,0,1,0,structures/Co4Zr2_#139_1A.cif
Co8Zr2_#139_1A.json,Novamag database (Nieves et al. 2019),Co8Zr2(139),139,0.381,,1,1,1,structures/Co8Zr2_#139_1A.cif
Co8Zr2_#87_1A.json,Novamag database (Nieves et al. 2019),Co8Zr2(87),87,0.39,,1,1,1,structures/Co8Zr2_#87_1A.cif
As2Fe2_#129_1A.json,Novamag database (Nieves et al. 2019),As2Fe2(129),129,-2.64,,0,1,0,structures/As2Fe2_#129_1A.cif
As3Fe6_#189_1A.json,Novamag database (Nieves et al. 2019),As3Fe6(189),189,2.194,,1,1,1,structures/As3Fe6_#189_1A.cif
As4Fe12_#139_1A.json,Novamag database (Nieves et al. 2019),As4Fe12(139),139,-0.196,,0,1,0,structures/As4Fe12_#139_1A.cif
As4Fe12_#194_1A.json,Novamag database (Nieves et al. 2019),As4Fe12(194),194,-0.801,,0,1,0,structures/As4Fe12_#194_1A.cif
Fe12P4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe12P4(194),194,0.078,,1,1,1,structures/Fe12P4_#194_1A.cif
Fe16P2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe16P2(139),139,1.345,,1,1,1,structures/Fe16P2_#139_1A.cif
Fe16P8_#141_1A.json,Novamag database (Nieves et al. 2019),Fe16P8(141),141,-1.114,,0,1,0,structures/Fe16P8_#141_1A.cif
Fe18P6_#194_1A.json,Novamag database (Nieves et al. 2019),Fe18P6(194),194,0.077,,1,1,1,structures/Fe18P6_#194_1A.cif
Fe24P8_#82_1A.json,Novamag database (Nieves et al. 2019),Fe24P8(82),82,0.135,,1,1,1,structures/Fe24P8_#82_1A.cif
Fe2P1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe2P1(123),123,-0.401,,0,1,0,structures/Fe2P1_#123_1A.cif
Fe2P1_#164_1A.json,Novamag database (Nieves et al. 2019),Fe2P1(164),164,0.282,,1,1,1,structures/Fe2P1_#164_1A.cif
Fe3P1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe3P1(123),123,0.432,,1,1,1,structures/Fe3P1_#123_1A.cif
Fe3P1_#187_1A.json,Novamag database (Nieves et al. 2019),Fe3P1(187),187,-3.579,,0,1,0,structures/Fe3P1_#187_1A.cif
Fe4P2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4P2(139),139,-0.55,,0,1,0,structures/Fe4P2_#139_1A.cif
Fe4P2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe4P2(194),194,-2.327,,0,1,0,structures/Fe4P2_#194_1A.cif
Fe5P1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe5P1(123),123,0.877,,1,1,1,structures/Fe5P1_#123_1A.cif
Fe5P1_#189_1A.json,Novamag database (Nieves et al. 2019),Fe5P1(189),189,0.363,,1,1,1,structures/Fe5P1_#189_1A.cif
Fe6P2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe6P2(194),194,-0.024,,0,1,0,structures/Fe6P2_#194_1A.cif
Fe6P3_#189_1A.json,Novamag database (Nieves et al. 2019),Fe6P3(189),189,3.281,,1,1,1,structures/Fe6P3_#189_1A.cif
Fe8P2_#87_1A.json,Novamag database (Nieves et al. 2019),Fe8P2(87),87,1.179,,1,1,1,structures/Fe8P2_#87_1A.cif
Fe8P4_#140_1A.json,Novamag database (Nieves et al. 2019),Fe8P4(140),140,-0.381,,0,1,0,structures/Fe8P4_#140_1A.cif
Fe9P3_#166_1A.json,Novamag database (Nieves et al. 2019),Fe9P3(166),166,2.064,,1,1,1,structures/Fe9P3_#166_1A.cif
Fe10Pd8_#139_1A.json,Novamag database (Nieves et al. 2019),Fe10Pd8(139),139,1.261,,1,1,1,structures/Fe10Pd8_#139_1A.cif
Fe1Pd1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe1Pd1(123),123,1.219,,1,1,1,structures/Fe1Pd1_#123_1A.cif
Fe1Pd2_#164_1A.json,Novamag database (Nieves et al. 2019),Fe1Pd2(164),164,-0.315,,0,1,0,structures/Fe1Pd2_#164_1A.cif
Fe2Pd2_#129_1A.json,Novamag database (Nieves et al. 2019),Fe2Pd2(129),129,1.6,,1,1,1,structures/Fe2Pd2_#129_1A.cif
Fe2Pd4_#139_1A.json,Novamag database (Nieves et al. 2019),Fe2Pd4(139),139,0.823,,1,1,1,structures/Fe2Pd4_#139_1A.cif
Fe2Pd4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe2Pd4(194),194,-2.157,,0,1,0,structures/Fe2Pd4_#194_1A.cif
Fe3Pd4_#191_1A.json,Novamag database (Nieves et al. 2019),Fe3Pd4(191),191,2.145,,1,1,1,structures/Fe3Pd4_#191_1A.cif
Fe3Pd6_#189_1A.json,Novamag database (Nieves et al. 2019),Fe3Pd6(189),189,-1.719,,0,1,0,structures/Fe3Pd6_#189_1A.cif
Fe4Pd4_#141_1A.json,Novamag database (Nieves et al. 2019),Fe4Pd4(141),141,-3.149,,0,1,0,structures/Fe4Pd4_#141_1A.cif
Fe4Pd8_#140_1A.json,Novamag database (Nieves et al. 2019),Fe4Pd8(140),140,-1.785,,0,1,0,structures/Fe4Pd8_#140_1A.cif
Fe6Pd9_#166_1A.json,Novamag database (Nieves et al. 2019),Fe6Pd9(166),166,1.266,,1,1,1,structures/Fe6Pd9_#166_1A.cif
Fe8Pd10_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Pd10(139),139,-0.044,,0,1,0,structures/Fe8Pd10_#139_1A.cif
Fe8Pd10_#193_1A.json,Novamag database (Nieves et al. 2019),Fe8Pd10(193),193,-1.583,,0,1,0,structures/Fe8Pd10_#193_1A.cif
Fe8Pd16_#141_1A.json,Novamag database (Nieves et al. 2019),Fe8Pd16(141),141,-0.308,,0,1,0,structures/Fe8Pd16_#141_1A.cif
Fe8Pd6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Pd6(139),139,1.219,,1,1,1,structures/Fe8Pd6_#139_1A.cif
Fe12Pt20_#140_1A.json,Novamag database (Nieves et al. 2019),Fe12Pt20(140),140,-11.708,,0,1,0,structures/Fe12Pt20_#140_1A.cif
Fe16Pt2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe16Pt2(139),139,-2.083,,0,1,0,structures/Fe16Pt2_#139_1A.cif
Fe18Pt6_#194_1A.json,Novamag database (Nieves et al. 2019),Fe18Pt6(194),194,2.338,,1,1,1,structures/Fe18Pt6_#194_1A.cif
Fe1Pt2_#164_1A.json,Novamag database (Nieves et al. 2019),Fe1Pt2(164),164,12.245,,1,1,1,structures/Fe1Pt2_#164_1A.cif
Fe2Pt1_#164_1A.json,Novamag database (Nieves et al. 2019),Fe2Pt1(164),164,-21.785,,0,1,0,structures/Fe2Pt1_#164_1A.cif
Fe2Pt1_#191_1A.json,Novamag database (Nieves et al. 2019),Fe2Pt1(191),191,-7.536,,0,1,0,structures/Fe2Pt1_#191_1A.cif
Fe2Pt2_#123_1A.json,Novamag database (Nieves et al. 2019),Fe2Pt2(123),123,15.285,,1,1,1,structures/Fe2Pt2_#123_1A.cif
Fe2Pt2_#129_1A.json,Novamag database (Nieves et al. 2019),Fe2Pt2(129),129,0.843,,1,1,1,structures/Fe2Pt2_#129_1A.cif
Fe3Pt1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe3Pt1(123),123,2.798,,1,1,1,structures/Fe3Pt1_#123_1A.cif
Fe3Pt4_#191_1A.json,Novamag database (Nieves et al. 2019),Fe3Pt4(191),191,4.005,,1,1,1,structures/Fe3Pt4_#191_1A.cif
Fe4Pt2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4Pt2(139),139,-1.739,,0,1,0,structures/Fe4Pt2_#139_1A.cif
Fe4Pt2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe4Pt2(194),194,-13.132,,0,1,0,structures/Fe4Pt2_#194_1A.cif
Fe4Pt4_#141_1A.json,Novamag database (Nieves et al. 2019),Fe4Pt4(141),141,-4.36,,0,1,0,structures/Fe4Pt4_#141_1A.cif
Fe5Pt1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe5Pt1(123),123,4.16,,1,1,1,structures/Fe5Pt1_#123_1A.cif
Fe6Pt2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe6Pt2(194),194,-1.132,,0,1,0,structures/Fe6Pt2_#194_1A.cif
Fe6Pt8_#139_1A.json,Novamag database (Nieves et al. 2019),Fe6Pt8(139),139,-0.615,,0,1,0,structures/Fe6Pt8_#139_1A.cif
Fe8Pt10_#193_1A.json,Novamag database (Nieves et al. 2019),Fe8Pt10(193),193,0.018,,1,1,1,structures/Fe8Pt10_#193_1A.cif
Fe8Pt16_#141_1A.json,Novamag database (Nieves et al. 2019),Fe8Pt16(141),141,-0.199,,0,1,0,structures/Fe8Pt16_#141_1A.cif
Fe8Pt6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Pt6(139),139,1.589,,1,1,1,structures/Fe8Pt6_#139_1A.cif
Fe9Pt3_#166_1A.json,Novamag database (Nieves et al. 2019),Fe9Pt3(166),166,0.147,,1,1,1,structures/Fe9Pt3_#166_1A.cif
Fe16Re8_#194_1A.json,Novamag database (Nieves et al. 2019),Fe16Re8(194),194,-1.594,,0,1,0,structures/Fe16Re8_#194_1A.cif
Fe12Rh3_#166_1A.json,Novamag database (Nieves et al. 2019),Fe12Rh3(166),166,-0.363,,0,1,0,structures/Fe12Rh3_#166_1A.cif
Fe1Rh1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe1Rh1(123),123,-2.074,,0,1,0,structures/Fe1Rh1_#123_1A.cif
Fe3Rh3_#99_1A.json,Novamag database (Nieves et al. 2019),Fe3Rh3(99),99,-1.006,,0,1,0,structures/Fe3Rh3_#99_1A.cif
Fe4Rh2_#123_1A.json,Novamag database (Nieves et al. 2019),Fe4Rh2(123),123,0.114,,1,1,1,structures/Fe4Rh2_#123_1A.cif
Fe4Rh2_#129_1A.json,Novamag database (Nieves et al. 2019),Fe4Rh2(129),129,-0.931,,0,1,0,structures/Fe4Rh2_#129_1A.cif
Fe4Rh2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4Rh2(139),139,0.443,,1,1,1,structures/Fe4Rh2_#139_1A.cif
Fe4Rh2_#164_1A.json,Novamag database (Nieves et al. 2019),Fe4Rh2(164),164,-0.693,,0,1,0,structures/Fe4Rh2_#164_1A.cif
Fe4Rh4_#141_1A.json,Novamag database (Nieves et al. 2019),Fe4Rh4(141),141,0.419,,1,1,1,structures/Fe4Rh4_#141_1A.cif
Fe4Rh6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4Rh6(139),139,-1.231,,0,1,0,structures/Fe4Rh6_#139_1A.cif
Fe5Rh1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe5Rh1(123),123,0.073,,1,1,1,structures/Fe5Rh1_#123_1A.cif
Fe5Rh1_#164_1A.json,Novamag database (Nieves et al. 2019),Fe5Rh1(164),164,-0.537,,0,1,0,structures/Fe5Rh1_#164_1A.cif
Fe6Rh2_#123_1A.json,Novamag database (Nieves et al. 2019),Fe6Rh2(123),123,0.664,,1,1,1,structures/Fe6Rh2_#123_1A.cif
Fe6Rh4_#139_1A.json,Novamag database (Nieves et al. 2019),Fe6Rh4(139),139,0.538,,1,1,1,structures/Fe6Rh4_#139_1A.cif
Fe6Rh9_#166_1A.json,Novamag database (Nieves et al. 2019),Fe6Rh9(166),166,0.023,,1,1,1,structures/Fe6Rh9_#166_1A.cif
Fe8Rh16_#141_1A.json,Novamag database (Nieves et al. 2019),Fe8Rh16(141),141,-0.567,,0,1,0,structures/Fe8Rh16_#141_1A.cif
Fe8Rh2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Rh2(139),139,-0.439,,0,1,0,structures/Fe8Rh2_#139_1A.cif
Fe8Rh2_#87_1A.json,Novamag database (Nieves et al. 2019),Fe8Rh2(87),87,0.108,,1,1,1,structures/Fe8Rh2_#87_1A.cif
Fe8Rh6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Rh6(139),139,0.175,,1,1,1,structures/Fe8Rh6_#139_1A.cif
Fe9Rh6_#166_1A.json,Novamag database (Nieves et al. 2019),Fe9Rh6(166),166,-0.743,,0,1,0,structures/Fe9Rh6_#166_1A.cif
Fe2Sc2_#129_1A.json,Novamag database (Nieves et al. 2019),Fe2Sc2(129),129,0.62,,1,1,1,structures/Fe2Sc2_#129_1A.cif
Fe4Sc2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4Sc2(139),139,2.287,,1,1,1,structures/Fe4Sc2_#139_1A.cif
Fe5Sc1_#191_1A.json,Novamag database (Nieves et al. 2019),Fe5Sc1(191),191,-2.447,,0,1,0,structures/Fe5Sc1_#191_1A.cif
Fe8Sc4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe8Sc4(194),194,0.765,,1,1,1,structures/Fe8Sc4_#194_1A.cif
Fe8Sc4_#63_1A.json,Novamag database (Nieves et al. 2019),Fe8Sc4(63),63,-2.263,,0,1,0,structures/Fe8Sc4_#63_1A.cif
Fe8Sc6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Sc6(139),139,1.466,,1,1,1,structures/Fe8Sc6_#139_1A.cif
Fe2Se2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe2Se2(194),194,-4.114,,0,1,0,structures/Fe2Se2_#194_1A.cif
Fe6Se6_#166_1A.json,Novamag database (Nieves et al. 2019),Fe6Se6(166),166,-0.37,,0,1,0,structures/Fe6Se6_#166_1A.cif
Fe10Si6_#193_1A.json,Novamag database (Nieves et al. 2019),Fe10Si6(193),193,-2.143,,0,1,0,structures/Fe10Si6_#193_1A.cif
Fe12Si4_#139_1A.json,Novamag database (Nieves et al. 2019),Fe12Si4(139),139,2.222,,1,1,1,structures/Fe12Si4_#139_1A.cif
Fe12Si4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe12Si4(194),194,0.575,,1,1,1,structures/Fe12Si4_#194_1A.cif
Fe16Si2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe16Si2(139),139,0.234,,1,1,1,structures/Fe16Si2_#139_1A.cif
Fe18Si6_#194_1A.json,Novamag database (Nieves et al. 2019),Fe18Si6(194),194,0.716,,1,1,1,structures/Fe18Si6_#194_1A.cif
Fe2Si1_#164_1A.json,Novamag database (Nieves et al. 2019),Fe2Si1(164),164,1.334,,1,1,1,structures/Fe2Si1_#164_1A.cif
Fe3Si1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe3Si1(123),123,-0.639,,0,1,0,structures/Fe3Si1_#123_1A.cif
Fe4Si2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4Si2(139),139,3.006,,1,1,1,structures/Fe4Si2_#139_1A.cif
Fe4Si2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe4Si2(194),194,-1.447,,0,1,0,structures/Fe4Si2_#194_1A.cif
Fe5Si1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe5Si1(123),123,1.535,,1,1,1,structures/Fe5Si1_#123_1A.cif
Fe5Si1_#189_1A.json,Novamag database (Nieves et al. 2019),Fe5Si1(189),189,-1.54,,0,1,0,structures/Fe5Si1_#189_1A.cif
Fe6Si2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe6Si2(194),194,0.336,,1,1,1,structures/Fe6Si2_#194_1A.cif
Fe6Si2_#225_1A.json,Novamag database (Nieves et al. 2019),Fe6Si2(225),225,-0.037,,,0,0,structures/Fe6Si2_#225_1A.cif
Fe6Si3_#189_1A.json,Novamag database (Nieves et al. 2019),Fe6Si3(189),189,0.112,,1,1,1,structures/Fe6Si3_#189_1A.cif
Fe8Si4_#140_1A.json,Novamag database (Nieves et al. 2019),Fe8Si4(140),140,0.716,,1,1,1,structures/Fe8Si4_#140_1A.cif
Fe8Si6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Si6(139),139,0.824,,1,1,1,structures/Fe8Si6_#139_1A.cif
Fe9Si3_#166_1A.json,Novamag database (Nieves et al. 2019),Fe9Si3(166),166,0.174,,1,1,1,structures/Fe9Si3_#166_1A.cif
Fe12Ta4_#139_1A.json,Novamag database (Nieves et al. 2019),Fe12Ta4(139),139,1.719,,1,1,1,structures/Fe12Ta4_#139_1A.cif
Fe12Ta4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe12Ta4(194),194,1.976,,1,1,1,structures/Fe12Ta4_#194_1A.cif
Fe16Ta8_#194_1A.json,Novamag database (Nieves et al. 2019),Fe16Ta8(194),194,1.928,,1,1,1,structures/Fe16Ta8_#194_1A.cif
Fe2Ta1_#164_1A.json,Novamag database (Nieves et al. 2019),Fe2Ta1(164),164,2.471,,1,1,1,structures/Fe2Ta1_#164_1A.cif
Fe3Ta1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe3Ta1(123),123,-0.519,,0,1,0,structures/Fe3Ta1_#123_1A.cif
Fe6Ta2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe6Ta2(139),139,2.21,,1,1,1,structures/Fe6Ta2_#139_1A.cif
Fe6Ta2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe6Ta2(194),194,4.999,,1,1,1,structures/Fe6Ta2_#194_1A.cif
Fe8Ta2_#87_1A.json,Novamag database (Nieves et al. 2019),Fe8Ta2(87),87,2.199,,1,1,1,structures/Fe8Ta2_#87_1A.cif
Fe8Ta6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Ta6(139),139,-1.494,,0,1,0,structures/Fe8Ta6_#139_1A.cif
Fe12Ti4_#139_1A.json,Novamag database (Nieves et al. 2019),Fe12Ti4(139),139,0.383,,1,1,1,structures/Fe12Ti4_#139_1A.cif
Fe12Ti4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe12Ti4(194),194,1.078,,1,1,1,structures/Fe12Ti4_#194_1A.cif
Fe16Ti8_#141_1A.json,Novamag database (Nieves et al. 2019),Fe16Ti8(141),141,0.132,,1,1,1,structures/Fe16Ti8_#141_1A.cif
Fe16Ti8_#194_1A.json,Novamag database (Nieves et al. 2019),Fe16Ti8(194),194,-0.493,,0,1,0,structures/Fe16Ti8_#194_1A.cif
Fe18Ti6_#194_1A.json,Novamag database (Nieves et al. 2019),Fe18Ti6(194),194,1.306,,1,1,1,structures/Fe18Ti6_#194_1A.cif
Fe2Ti1_#164_1A.json,Novamag database (Nieves et al. 2019),Fe2Ti1(164),164,-0.54,,0,1,0,structures/Fe2Ti1_#164_1A.cif
Fe2Ti2_#129_1A.json,Novamag database (Nieves et al. 2019),Fe2Ti2(129),129,0.445,,1,1,1,structures/Fe2Ti2_#129_1A.cif
Fe3Ti1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe3Ti1(123),123,-0.212,,0,1,0,structures/Fe3Ti1_#123_1A.cif
Fe4Ti2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4Ti2(139),139,1.199,,1,1,1,structures/Fe4Ti2_#139_1A.cif
Fe4Ti2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe4Ti2(194),194,2.592,,1,1,1,structures/Fe4Ti2_#194_1A.cif
Fe6Ti2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe6Ti2(139),139,0.285,,1,1,1,structures/Fe6Ti2_#139_1A.cif
Fe6Ti2_#194_1A.json,Novamag database (Nieves et al. 2019),Fe6Ti2(194),194,1.81,,1,1,1,structures/Fe6Ti2_#194_1A.cif
Fe8Ti2_#87_1A.json,Novamag database (Nieves et al. 2019),Fe8Ti2(87),87,-0.375,,0,1,0,structures/Fe8Ti2_#87_1A.cif
Fe8Ti4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe8Ti4(194),194,-0.47,,0,1,0,structures/Fe8Ti4_#194_1A.cif
Fe8Ti6_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8Ti6(139),139,0.911,,1,1,1,structures/Fe8Ti6_#139_1A.cif
Fe9Ti3_#166_1A.json,Novamag database (Nieves et al. 2019),Fe9Ti3(166),166,0.041,,1,1,1,structures/Fe9Ti3_#166_1A.cif
Fe12V4_#139_1A.json,Novamag database (Nieves et al. 2019),Fe12V4(139),139,-0.245,,0,1,0,structures/Fe12V4_#139_1A.cif
Fe20V10_#136_1A.json,Novamag database (Nieves et al. 2019),Fe20V10(136),136,1.311,,1,1,1,structures/Fe20V10_#136_1A.cif
Fe22V8_#136_1A.json,Novamag database (Nieves et al. 2019),Fe22V8(136),136,1.789,,1,1,1,structures/Fe22V8_#136_1A.cif
Fe26V4_#136_1A.json,Novamag database (Nieves et al. 2019),Fe26V4(136),136,1.695,,1,1,1,structures/Fe26V4_#136_1A.cif
Fe2V1_#164_1A.json,Novamag database (Nieves et al. 2019),Fe2V1(164),164,-0.118,,0,1,0,structures/Fe2V1_#164_1A.cif
Fe3V1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe3V1(123),123,-0.924,,0,1,0,structures/Fe3V1_#123_1A.cif
Fe8V4_#139_1A.json,Novamag database (Nieves et al. 2019),Fe8V4(139),139,-0.806,,0,1,0,structures/Fe8V4_#139_1A.cif
Fe9V3_#166_1A.json,Novamag database (Nieves et al. 2019),Fe9V3(166),166,-0.521,,0,1,0,structures/Fe9V3_#166_1A.cif
Fe1Zn1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe1Zn1(123),123,-0.596,,0,1,0,structures/Fe1Zn1_#123_1A.cif
Fe2Zn2_#123_1A.json,Novamag database (Nieves et al. 2019),Fe2Zn2(123),123,-0.531,,0,1,0,structures/Fe2Zn2_#123_1A.cif
Fe2Zr2_#129_1A.json,Novamag database (Nieves et al. 2019),Fe2Zr2(129),129,1.204,,1,1,1,structures/Fe2Zr2_#129_1A.cif
Fe3Zr1_#123_1A.json,Novamag database (Nieves et al. 2019),Fe3Zr1(123),123,-0.713,,0,1,0,structures/Fe3Zr1_#123_1A.cif
Fe4Zr2_#139_1A.json,Novamag database (Nieves et al. 2019),Fe4Zr2(139),139,0.778,,1,1,1,structures/Fe4Zr2_#139_1A.cif
Fe5Zr1_#191_1A.json,Novamag database (Nieves et al. 2019),Fe5Zr1(191),191,-2.808,,0,1,0,structures/Fe5Zr1_#191_1A.cif
Fe8Zr4_#194_1A.json,Novamag database (Nieves et al. 2019),Fe8Zr4(194),194,-0.41,,0,1,0,structures/Fe8Zr4_#194_1A.cif
Al1Fe1_#187_1A.json,Novamag database (Nieves et al. 2019),Al1Fe1(187),187,4.479,,1,1,1,structures/Al1Fe1_#187_1A.cif
Al1Fe2_#164_1A.json,Novamag database (Nieves et al. 2019),Al1Fe2(164),164,-0.828,,0,1,0,structures/Al1Fe2_#164_1A.cif
Al1Fe2_#191_1A.json,Novamag database (Nieves et al. 2019),Al1Fe2(191),191,-0.884,,0,1,0,structures/Al1Fe2_#191_1A.cif
Al1Fe3_#123_1A.json,Novamag database (Nieves et al. 2019),Al1Fe3(123),123,-0.318,,0,1,0,structures/Al1Fe3_#123_1A.cif
Al1Fe5_#123_1A.json,Novamag database (Nieves et al. 2019),Al1Fe5(123),123,-0.247,,0,1,0,structures/Al1Fe5_#123_1A.cif
Al1Fe5_#189_1A.json,Novamag database (Nieves et al. 2019),Al1Fe5(189),189,-1.701,,0,1,0,structures/Al1Fe5_#189_1A.cif
Al2Fe16_#139_1A.json,Novamag database (Nieves et al. 2019),Al2Fe16(139),139,-1.589,,0,1,0,structures/Al2Fe16_#139_1A.cif
Al2Fe2_#129_1A.json,Novamag database (Nieves et al. 2019),Al2Fe2(129),129,0.047,,1,1,1,structures/Al2Fe2_#129_1A.cif
Al2Fe2_#194_1A.json,Novamag database (Nieves et al. 2019),Al2Fe2(194),194,3.79,,1,1,1,structures/Al2Fe2_#194_1A.cif
Al2Fe4_#139_1A.json,Novamag database (Nieves et al. 2019),Al2Fe4(139),139,1.583,,1,1,1,structures/Al2Fe4_#139_1A.cif
Al2Fe4_#194_1A.json,Novamag database (Nieves et al. 2019),Al2Fe4(194),194,-0.853,,0,1,0,structures/Al2Fe4_#194_1A.cif
Al2Fe6_#194_1A.json,Novamag database (Nieves et al. 2019),Al2Fe6(194),194,-2.115,,0,1,0,structures/Al2Fe6_#194_1A.cif
Al2Fe8_#87_1A.json,Novamag database (Nieves et al. 2019),Al2Fe8(87),87,-0.593,,0,1,0,structures/Al2Fe8_#87_1A.cif
Al3Fe6_#189_1A.json,Novamag database (Nieves et al. 2019),Al3Fe6(189),189,-0.421,,0,1,0,structures/Al3Fe6_#189_1A.cif
Al3Fe9_#166_1A.json,Novamag database (Nieves et al. 2019),Al3Fe9(166),166,-0.701,,0,1,0,structures/Al3Fe9_#166_1A.cif
Al4Fe12_#139_1A.json,Novamag database (Nieves et al. 2019),Al4Fe12(139),139,-0.923,,0,1,0,structures/Al4Fe12_#139_1A.cif
Al4Fe12_#194_1A.json,Novamag database (Nieves et al. 2019),Al4Fe12(194),194,-0.748,,0,1,0,structures/Al4Fe12_#194_1A.cif
Al6Fe10_#193_1A.json,Novamag database (Nieves et al. 2019),Al6Fe10(193),193,-0.843,,0,1,0,structures/Al6Fe10_#193_1A.cif
Al6Fe18_#194_1A.json,Novamag database (Nieves et al. 2019),Al6Fe18(194),194,-0.459,,0,1,0,structures/Al6Fe18_#194_1A.cif
Al6Fe8_#139_1A.json,Novamag database (Nieves et al. 2019),Al6Fe8(139),139,0.219,,1,1,1,structures/Al6Fe8_#139_1A.cif
Al6Fe9_#164_1A.json,Novamag database (Nieves et al. 2019),Al6Fe9(164),164,1.196,,1,1,1,structures/Al6Fe9_#164_1A.cif
Al8Fe10_#139_1A.json,Novamag database (Nieves et al. 2019),Al8Fe10(139),139,-0.467,,0,1,0,structures/Al8Fe10_#139_1A.cif
Al8Fe10_#193_1A.json,Novamag database (Nieves et al. 2019),Al8Fe10(193),193,0.184,,1,1,1,structures/Al8Fe10_#193_1A.cif
